Image,PSNR,SSIM,lpips,MOS
subject_099_qp_level_7,16.79044847,0.994499138,0.300915748,9.818594104
subject_099_qp_level_8,18.97078972,0.999221157,0.249609694,8.798185941
subject_099_qp_level_9,22.46499784,0.999975729,0.220196098,17.0521542
subject_099_qt_level_10,31.47997172,0.999999641,0.07624317,65.62358277
subject_099_qt_level_7,28.42472526,0.999999231,0.116002157,41.51927438
subject_099_qt_level_8,30.08267469,0.999999714,0.094543457,72.38095238
subject_099_qt_level_9,31.02324013,0.999999755,0.081431359,65.17006803
subject_099_simp_rate_0.05,29.89745991,0.999999756,0.097140409,49.50113379
subject_099_simp_rate_0.1,32.12109626,0.999999946,0.073821962,65.26077098
subject_099_simp_rate_0.2,33.00834696,0.999999931,0.051458661,82.67573696
subject_099_simp_rate_0.4,35.5691533,0.999999989,0.02940418,60.81632653
subject_099_sub_rate_16,31.78178008,0.999982772,0.085127398,33.17460317
subject_099_sub_rate_2,43.34277423,0.999999899,0.012326302,67.4829932
subject_099_sub_rate_4,37.97630215,0.999998999,0.043247901,69.50113379
subject_099_sub_rate_8,34.57883326,0.9999958,0.071476042,50.13605442
subject_104_cn_sigma_20,32.05536539,0.999994369,0.174244493,59.70521542
subject_104_cn_sigma_40,26.45909704,0.999967411,0.349232197,46.89342404
subject_104_cn_sigma_60,23.28946289,0.999907304,0.458186954,45.23809524
subject_104_cn_sigma_80,21.15946457,0.999815802,0.525355279,36.62131519
subject_104_gn_sigma_0.05,29.65732953,0.999998284,0.117870681,58.29931973
subject_104_gn_sigma_0.1,24.573894,0.999980055,0.203108311,31.0430839
subject_104_gn_sigma_0.15,22.02347952,0.99995745,0.247105464,27.25623583
subject_104_gn_sigma_0.2,20.84056571,0.999929747,0.270838529,23.53741497
subject_104_jpeg_q_10,35.74778824,0.99999886,0.060546406,55.05668934
subject_104_jpeg_q_15,38.1199692,0.999999844,0.034872789,64.24036281
subject_104_jpeg_q_20,39.92157572,0.99999883,0.022860253,76.46258503
subject_104_jpeg_q_3,27.02106689,0.999915434,0.163099617,28.63945578
subject_104_qp_level_6,15.64992024,0.991136171,0.367131203,6.666666667
subject_104_qp_level_7,17.13923722,0.995142223,0.32299006,19.27437642
subject_104_qp_level_8,19.11268325,0.999282194,0.274538755,15.94104308
subject_104_qp_level_9,22.41807479,0.999966472,0.238753572,25.48752834
subject_104_qt_level_10,31.03777033,0.999998859,0.087166131,54.69387755
subject_104_qt_level_7,27.0328715,0.999999444,0.145859823,37.25623583
subject_104_qt_level_8,28.93861433,0.999999082,0.11963436,41.24716553
subject_104_qt_level_9,30.20508794,0.999999036,0.097884901,65.44217687
subject_104_simp_rate_0.05,30.12227149,0.999999222,0.090204477,44.12698413
subject_104_simp_rate_0.1,32.68526223,0.999999772,0.066638708,62.01814059
subject_104_simp_rate_0.2,34.08603498,0.999999941,0.047553822,73.03854875
subject_104_simp_rate_0.4,36.21171682,0.999999993,0.026543705,70.54421769
subject_104_sub_rate_16,31.02012904,0.999981299,0.108171389,29.47845805
subject_104_sub_rate_2,42.04330295,0.999999739,0.015901787,73.03854875
subject_104_sub_rate_4,36.5318529,0.999998806,0.060771104,81.4739229
subject_104_sub_rate_8,33.52012869,0.999994885,0.091718599,35.69160998
subject_108_cn_sigma_20,32.57767195,0.999996522,0.164033681,74.24036281
subject_108_cn_sigma_40,27.01603881,0.999983811,0.320729107,48.20861678
subject_108_cn_sigma_60,23.895929,0.999948124,0.411293715,41.70068027
subject_108_cn_sigma_80,21.83789668,0.999869372,0.460594684,33.7414966
subject_108_gn_sigma_0.05,28.46172407,0.999997307,0.133084655,48.75283447
subject_108_gn_sigma_0.1,24.06883649,0.999983092,0.207276165,33.7414966
subject_108_gn_sigma_0.15,21.86007018,0.999972381,0.243613318,31.70068027
subject_108_gn_sigma_0.2,20.33920024,0.99997139,0.26546964,12.87981859
subject_108_jpeg_q_10,36.61845749,0.999987103,0.052982379,70.24943311
subject_108_jpeg_q_15,38.7567949,0.999999343,0.036478255,63.01587302
subject_108_jpeg_q_20,40.81512929,0.999999723,0.023844017,55.71428571
subject_108_jpeg_q_3,27.61428347,0.999394992,0.128514379,21.13378685
subject_108_qp_level_6,15.59413987,0.982273622,0.334393293,11.67800454
subject_108_qp_level_7,16.70977072,0.991148216,0.295731455,18.16326531
subject_108_qp_level_8,18.74582499,0.998798059,0.255806893,14.08163265
subject_108_qp_level_9,22.15509859,0.99996038,0.231738627,24.73922902
subject_108_qt_level_10,31.19549326,0.999999637,0.091788299,62.65306122
subject_108_qt_level_7,28.79081493,0.999999369,0.121623144,41.24716553
subject_108_qt_level_8,29.93984148,0.999999998,0.107029244,58.20861678
subject_108_qt_level_9,30.75149713,0.999999651,0.096608371,67.12018141
subject_108_simp_rate_0.05,29.98206186,0.999999991,0.101786561,37.25623583
subject_108_simp_rate_0.1,32.4385875,0.999999993,0.079227172,64.05895692
subject_108_simp_rate_0.2,33.6260786,0.999999992,0.053045027,87.3015873
subject_108_simp_rate_0.4,35.60856901,0.999999998,0.0306166,72.9478458
subject_108_sub_rate_16,33.19167717,0.999992123,0.06910263,31.70068027
subject_108_sub_rate_2,43.12873194,0.999999819,0.014804134,85.73696145
subject_108_sub_rate_4,38.12683207,0.999999279,0.044161219,72.01814059
subject_108_sub_rate_8,35.51539456,0.999998431,0.061111331,54.87528345
subject_109_cn_sigma_20,33.71252477,0.999999719,0.117271923,72.85714286
subject_109_cn_sigma_40,28.2467392,0.999990519,0.238400415,52.92517007
subject_109_cn_sigma_60,25.00877166,0.999976589,0.31872797,40.20408163
subject_109_cn_sigma_80,22.73088512,0.999966142,0.368446261,35.2154195
subject_109_gn_sigma_0.05,29.07347343,0.999998549,0.123025715,34.76190476
subject_109_gn_sigma_0.1,23.90220195,0.999988709,0.185020357,26.96145125
subject_109_gn_sigma_0.15,22.13884154,0.999992727,0.216047391,15.01133787
subject_109_gn_sigma_0.2,20.5647193,0.999999118,0.237413511,13.99092971
subject_109_jpeg_q_10,37.68545805,0.99999126,0.041367736,57.66439909
subject_109_jpeg_q_15,40.01878057,0.999999914,0.023445211,62.10884354
subject_109_jpeg_q_20,41.79621143,0.999999927,0.016004879,72.01814059
subject_109_jpeg_q_3,28.03533519,0.999689305,0.129264146,13.99092971
subject_109_qp_level_6,16.06703084,0.987202774,0.29485786,12.78911565
subject_109_qp_level_7,17.16406792,0.993878052,0.26086697,12.97052154
subject_109_qp_level_8,19.15651,0.999245255,0.218792468,10.92970522
subject_109_qp_level_9,22.45184937,0.9999797,0.203487918,28.73015873
subject_109_qt_level_10,31.40965571,0.99999968,0.087117642,49.86394558
subject_109_qt_level_7,28.92487465,0.9999987,0.114222161,36.14512472
subject_109_qt_level_8,30.12720499,0.999999138,0.101470426,50.79365079
subject_109_qt_level_9,30.90544177,0.999999526,0.091807723,46.4399093
subject_109_simp_rate_0.05,31.44391695,0.999999356,0.077951752,44.76190476
subject_109_simp_rate_0.1,33.58898471,0.999999978,0.057370916,62.19954649
subject_109_simp_rate_0.2,34.90023805,0.99999997,0.036806338,82.85714286
subject_109_simp_rate_0.4,37.03323363,0.999999995,0.019736798,72.01814059
subject_109_sub_rate_16,33.08688015,0.999976196,0.056724768,31.97278912
subject_109_sub_rate_2,43.73793873,0.999999856,0.009483304,74.89795918
subject_109_sub_rate_4,38.49949024,0.999997896,0.031191936,73.1292517
subject_109_sub_rate_8,35.52055963,0.999992283,0.046979103,44.58049887
subject_112_cn_sigma_20,32.65703916,0.999992477,0.144291416,67.84580499
subject_112_cn_sigma_40,27.04954282,0.999900364,0.287032872,47.46031746
subject_112_cn_sigma_60,23.9317123,0.999553479,0.378765106,46.4399093
subject_112_cn_sigma_80,21.94039887,0.998826146,0.431159884,36.14512472
subject_112_gn_sigma_0.05,29.81112246,0.999996422,0.106276929,58.57142857
subject_112_gn_sigma_0.1,25.56489436,0.999964831,0.176165044,37.82312925
subject_112_gn_sigma_0.15,22.6989323,0.999912617,0.213617682,16.21315193
subject_112_gn_sigma_0.2,21.3108784,0.999926291,0.238033921,9.909297052
subject_112_jpeg_q_10,36.11282053,0.999985436,0.053761959,56.62131519
subject_112_jpeg_q_15,38.37077715,0.999999438,0.032728598,85.44217687
subject_112_jpeg_q_20,40.34078733,0.999999928,0.020335259,76.19047619
subject_112_jpeg_q_3,26.9425106,0.999349485,0.149162874,14.26303855
subject_112_qp_level_6,15.69489743,0.960285441,0.32402122,8.888888889
subject_112_qp_level_7,16.83499699,0.982671673,0.28766188,8.707482993
subject_112_qp_level_8,19.03457687,0.997927129,0.244252414,12.04081633
subject_112_qp_level_9,22.52284512,0.999886932,0.216037199,23.71882086
subject_112_qt_level_10,31.00892777,0.999998409,0.0825141,53.85487528
subject_112_qt_level_7,27.02204186,0.999980156,0.127570599,40.22675737
subject_112_qt_level_8,28.4372922,0.999991453,0.108974651,69.31972789
subject_112_qt_level_9,29.89986007,0.999997032,0.093781799,69.88662132
subject_112_simp_rate_0.05,29.40861967,0.999999999,0.093834653,42.63038549
subject_112_simp_rate_0.1,30.8141149,0.999999927,0.07109271,62.9478458
subject_112_simp_rate_0.2,32.16690963,0.999999983,0.047712568,55.44217687
subject_112_simp_rate_0.4,35.84455845,0.999999998,0.025359765,91.83673469
subject_112_sub_rate_16,30.96637531,0.999910533,0.085401684,29.00226757
subject_112_sub_rate_2,41.2104545,0.99999842,0.013652517,70.54421769
subject_112_sub_rate_4,35.43777373,0.999987169,0.049982384,71.74603175
subject_112_sub_rate_8,32.63080867,0.999951999,0.075227469,43.37868481
subject_113_cn_sigma_20,33.03186919,0.999994361,0.127856895,84.14965986
subject_113_cn_sigma_40,27.40556984,0.999933905,0.281695545,58.9569161
subject_113_cn_sigma_60,24.29431889,0.999712734,0.37214613,37.9138322
subject_113_cn_sigma_80,22.287967,0.999284778,0.421061546,33.35600907
subject_113_gn_sigma_0.05,29.80405756,0.999995451,0.09530212,49.50113379
subject_113_gn_sigma_0.1,25.64288818,0.999962542,0.163907513,37.82312925
subject_113_gn_sigma_0.15,23.15382038,0.999919947,0.197938368,20.02267574
subject_113_gn_sigma_0.2,21.22275793,0.999866645,0.223822281,12.60770975
subject_113_jpeg_q_10,36.62347268,0.999997137,0.045498226,41.99546485
subject_113_jpeg_q_15,38.93919981,0.999999857,0.025039677,77.12018141
subject_113_jpeg_q_20,40.75849975,0.999999076,0.016545504,63.03854875
subject_113_jpeg_q_3,28.00350987,0.999358901,0.130703986,26.96145125
subject_113_qp_level_6,15.49772558,0.962523523,0.304858267,4.263038549
subject_113_qp_level_7,16.89523175,0.984930387,0.272432417,9.818594104
subject_113_qp_level_8,19.24434848,0.998703128,0.23016499,29.95464853
subject_113_qp_level_9,23.24613973,0.999915574,0.194390312,15.94104308
subject_113_qt_level_10,31.99018645,0.999999214,0.066473119,64.14965986
subject_113_qt_level_7,28.52073037,0.999995882,0.112922616,32.81179138
subject_113_qt_level_8,29.81314616,0.999998658,0.091037333,52.65306122
subject_113_qt_level_9,31.11489135,0.999998847,0.074183308,69.79591837
subject_113_simp_rate_0.05,30.17560212,0.999999831,0.088456787,39.3877551
subject_113_simp_rate_0.1,32.11256871,0.999999769,0.066457704,49.95464853
subject_113_simp_rate_0.2,33.34231617,0.999999976,0.046781406,71.83673469
subject_113_simp_rate_0.4,35.11893561,0.999999994,0.025588658,70.99773243
subject_113_sub_rate_16,32.43955758,0.999982908,0.078986391,29.65986395
subject_113_sub_rate_2,42.82122707,0.999999467,0.012736609,72.85714286
subject_113_sub_rate_4,37.41626253,0.999997426,0.046776943,69.88662132
subject_113_sub_rate_8,34.59679598,0.999992487,0.071076103,44.21768707
subject_114_cn_sigma_20,32.15304564,0.999997726,0.191584632,56.82539683
subject_114_cn_sigma_40,26.61931702,0.999985642,0.366365492,34.10430839
subject_114_cn_sigma_60,23.51023155,0.999952027,0.46107772,42.17687075
subject_114_cn_sigma_80,21.44171437,0.999870768,0.51544863,33.7414966
subject_114_gn_sigma_0.05,28.01469162,0.999996182,0.132040441,40.79365079
subject_114_gn_sigma_0.1,24.04421792,0.99998319,0.207287177,15.10204082
subject_114_gn_sigma_0.15,21.47258138,0.999969151,0.248519763,15.94104308
subject_114_gn_sigma_0.2,19.59405406,0.999970733,0.276857883,4.444444444
subject_114_jpeg_q_10,35.59572472,0.999994755,0.063854426,48.93424036
subject_114_jpeg_q_15,38.04021341,0.999999982,0.039084502,68.9569161
subject_114_jpeg_q_20,39.84272753,0.99999986,0.026381079,70.99773243
subject_114_jpeg_q_3,26.47692764,0.999752342,0.179134071,16.66666667
subject_114_qp_level_6,15.83533137,0.984528376,0.359724939,11.02040816
subject_114_qp_level_7,16.84049414,0.992916627,0.316858113,8.43537415
subject_114_qp_level_8,19.03249162,0.999299012,0.264874309,12.97052154
subject_114_qp_level_9,22.4081615,0.999982376,0.227290824,17.0521542
subject_114_qt_level_10,31.25010019,0.99999945,0.082560234,52.65306122
subject_114_qt_level_7,28.01328297,0.999998762,0.132354364,35.78231293
subject_114_qt_level_8,29.43781519,0.999999411,0.108557232,45.51020408
subject_114_qt_level_9,30.56495447,0.999999353,0.09114369,55.44217687
subject_114_simp_rate_0.05,31.05401806,0.999999946,0.091399938,49.86394558
subject_114_simp_rate_0.1,32.73209629,0.999999984,0.068373032,54.7845805
subject_114_simp_rate_0.2,34.09322013,0.999999988,0.04716197,68.86621315
subject_114_simp_rate_0.4,35.55510978,0.999999986,0.028613191,56.62131519
subject_114_sub_rate_16,31.81827929,0.999980992,0.096666202,31.70068027
subject_114_sub_rate_2,41.49630836,0.999999653,0.020414863,69.31972789
subject_114_sub_rate_4,36.4689371,0.999997323,0.062718913,56.82539683
subject_114_sub_rate_8,33.93309535,0.999991921,0.086088784,38.0952381
subject_115_cn_sigma_20,32.27454234,0.999998481,0.176515445,61.72335601
subject_115_cn_sigma_40,26.69026894,0.999976598,0.329060346,50.6122449
subject_115_cn_sigma_60,23.55483665,0.999943133,0.413885385,36.98412698
subject_115_cn_sigma_80,21.46401672,0.999915784,0.464161932,38.00453515
subject_115_gn_sigma_0.05,30.22899062,0.999997993,0.140304789,53.67346939
subject_115_gn_sigma_0.1,25.51758514,0.999982166,0.213812932,31.70068027
subject_115_gn_sigma_0.15,22.855414,0.999957904,0.2492937,32.81179138
subject_115_gn_sigma_0.2,21.19282541,0.999947759,0.27013132,13.06122449
subject_115_jpeg_q_10,36.39015671,0.999999928,0.085533038,35.12471655
subject_115_jpeg_q_15,38.67267302,0.999999372,0.054395944,61.08843537
subject_115_jpeg_q_20,40.09469738,0.999999879,0.0403676,63.96825397
subject_115_jpeg_q_3,26.88874313,0.99996912,0.202545941,27.16553288
subject_115_qp_level_6,15.06285491,0.991080727,0.355639309,11.67800454
subject_115_qp_level_7,16.65626269,0.995070348,0.31589216,15.01133787
subject_115_qp_level_8,18.81696105,0.999346934,0.272956967,6.394557823
subject_115_qp_level_9,22.24673671,0.999951942,0.251829475,20.29478458
subject_115_qt_level_10,30.96564611,0.999999363,0.120176941,64.05895692
subject_115_qt_level_7,27.62328681,0.999999188,0.163345456,29.65986395
subject_115_qt_level_8,29.32856488,0.999998553,0.145348459,34.76190476
subject_115_qt_level_9,30.36092431,0.999998967,0.128411472,49.50113379
subject_115_simp_rate_0.05,31.53978651,0.999999992,0.107689604,49.59183673
subject_115_simp_rate_0.1,32.9038627,0.99999993,0.079593182,53.49206349
subject_115_simp_rate_0.2,35.15097162,0.999999999,0.053963058,80.54421769
subject_115_simp_rate_0.4,37.15336433,0.99999998,0.030935062,75.8276644
subject_115_sub_rate_16,33.96722162,0.99999525,0.090103708,35.87301587
subject_115_sub_rate_2,42.40312763,0.999999957,0.029993486,82.76643991
subject_115_sub_rate_4,38.97641854,0.99999965,0.062344767,63.40136054
subject_115_sub_rate_8,36.43012954,0.999998565,0.081833713,51.45124717
subject_116_cn_sigma_20,33.45784627,0.999999036,0.131679356,67.3015873
subject_116_cn_sigma_40,27.88372736,0.999981454,0.264781266,48.20861678
subject_116_cn_sigma_60,24.6632586,0.999900805,0.346647143,37.9138322
subject_116_cn_sigma_80,22.47450532,0.999667352,0.397060961,31.13378685
subject_116_gn_sigma_0.05,29.47210127,0.999994282,0.13508819,47.46031746
subject_116_gn_sigma_0.1,25.14084121,0.999964956,0.204394668,32.53968254
subject_116_gn_sigma_0.15,22.680938,0.999923291,0.240621865,19.09297052
subject_116_gn_sigma_0.2,20.76526256,0.999885676,0.259871721,19.18367347
subject_116_jpeg_q_10,37.14657262,0.999999627,0.062306579,51.9047619
subject_116_jpeg_q_15,39.51925739,0.999999281,0.036741223,51.9047619
subject_116_jpeg_q_20,40.97688542,0.999999477,0.027072137,76.09977324
subject_116_jpeg_q_3,27.68924052,0.999898923,0.169127539,8.616780045
subject_116_qp_level_6,15.18621237,0.977539069,0.327474982,11.49659864
subject_116_qp_level_7,16.68665825,0.988636952,0.297390193,4.353741497
subject_116_qp_level_8,18.75373906,0.998525479,0.256667614,15.01133787
subject_116_qp_level_9,22.29033577,0.999886143,0.236955762,24.37641723
subject_116_qt_level_10,31.09171213,0.999997987,0.106864519,62.19954649
subject_116_qt_level_7,27.57204416,0.99998807,0.153209612,28.54875283
subject_116_qt_level_8,29.34345715,0.999998721,0.130267933,36.14512472
subject_116_qt_level_9,30.47503586,0.999998417,0.114363931,54.87528345
subject_116_simp_rate_0.05,33.17202738,0.999999955,0.072432548,37.07482993
subject_116_simp_rate_0.1,34.83342759,0.999999988,0.048462782,69.70521542
subject_116_simp_rate_0.2,36.96222445,0.999999992,0.030831266,75.07936508
subject_116_simp_rate_0.4,38.75585405,0.999999992,0.016121054,83.60544218
subject_116_sub_rate_16,34.03110895,0.999984718,0.070466742,32.81179138
subject_116_sub_rate_2,43.32702433,0.999999868,0.020175403,70.36281179
subject_116_sub_rate_4,39.35034258,0.999998847,0.048844401,74.89795918
subject_116_sub_rate_8,36.74985787,0.999995631,0.064156748,53.49206349
subject_117_cn_sigma_20,33.20587486,0.999986474,0.1382204,69.79591837
subject_117_cn_sigma_40,27.62632789,0.999860041,0.267830402,47.46031746
subject_117_cn_sigma_60,24.39622544,0.999484529,0.349778026,44.12698413
subject_117_cn_sigma_80,22.18247811,0.998811377,0.399815768,23.53741497
subject_117_gn_sigma_0.05,32.2409169,0.999999842,0.061414439,55.98639456
subject_117_gn_sigma_0.1,28.58609596,0.999998157,0.11116045,41.9047619
subject_117_gn_sigma_0.15,26.1018483,0.999995075,0.146378905,30.68027211
subject_117_gn_sigma_0.2,24.57574491,0.999989157,0.170403108,27.34693878
subject_117_jpeg_q_10,36.77691471,0.999999895,0.0643415,45.78231293
subject_117_jpeg_q_15,38.9981407,0.999999598,0.038670246,80.1814059
subject_117_jpeg_q_20,40.52914347,0.99999981,0.026034517,68.7755102
subject_117_jpeg_q_3,30.06087922,0.999999386,0.153901175,25.48752834
subject_117_qp_level_6,17.47224807,0.998000468,0.295057356,13.99092971
subject_117_qp_level_7,19.6611537,0.999417231,0.245266184,9.727891156
subject_117_qp_level_8,22.70834941,0.999951905,0.198809296,12.97052154
subject_117_qp_level_9,26.49371055,0.999997163,0.143283069,36.05442177
subject_117_qt_level_10,34.02291499,0.999999985,0.037613072,66.34920635
subject_117_qt_level_7,28.95920745,0.999998315,0.105189845,30.68027211
subject_117_qt_level_8,31.23611132,0.999999962,0.06980335,55.89569161
subject_117_qt_level_9,32.83315611,0.999999994,0.047212567,64.24036281
subject_117_simp_rate_0.05,28.90479413,0.99999982,0.091334619,33.92290249
subject_117_simp_rate_0.1,30.43957721,0.999999893,0.070674397,32.72108844
subject_117_simp_rate_0.2,32.92943491,0.999999996,0.048419204,60.81632653
subject_117_simp_rate_0.4,35.39953231,0.999999987,0.026410496,57.09750567
subject_117_sub_rate_16,33.7307717,0.999992077,0.085429072,41.33786848
subject_117_sub_rate_2,42.44216576,0.99999994,0.024960872,67.93650794
subject_117_sub_rate_4,39.0735868,0.999999816,0.052716434,72.01814059
subject_117_sub_rate_8,36.51599921,0.999998914,0.073064134,62.65306122
subject_125_cn_sigma_20,32.49137776,0.999999993,0.167073801,55.17006803
subject_125_cn_sigma_40,26.97234361,0.999998444,0.323184162,54.87528345
subject_125_cn_sigma_60,23.84022414,0.999991783,0.409729391,38.63945578
subject_125_cn_sigma_80,21.72312407,0.999962029,0.460203946,32.06349206
subject_125_gn_sigma_0.05,29.8127483,0.999999937,0.132269576,49.50113379
subject_125_gn_sigma_0.1,25.13974576,0.99999868,0.205561817,37.34693878
subject_125_gn_sigma_0.15,22.45221619,0.999992549,0.240539134,22.33560091
subject_125_gn_sigma_0.2,21.14306563,0.999976056,0.262866646,19.09297052
subject_125_jpeg_q_10,36.46981189,0.999999432,0.070649192,57.55102041
subject_125_jpeg_q_15,38.64446533,0.999999892,0.04420229,57.27891156
subject_125_jpeg_q_20,40.1831445,0.99999971,0.030235028,63.21995465
subject_125_jpeg_q_3,27.58424408,0.999973911,0.185873806,3.333333333
subject_125_qp_level_6,15.73306567,0.993366202,0.340112656,6.666666667
subject_125_qp_level_7,17.29950334,0.996544237,0.303648114,11.02040816
subject_125_qp_level_8,19.19110536,0.999818638,0.261856645,11.95011338
subject_125_qp_level_9,22.78422472,0.999997819,0.234746218,20.20408163
subject_125_qt_level_10,31.6136,0.999999923,0.103395306,57.09750567
subject_125_qt_level_7,27.60542091,0.999999674,0.156077206,25.48752834
subject_125_qt_level_8,29.52539943,0.999999928,0.131151378,39.95464853
subject_125_qt_level_9,30.821314,0.999999933,0.114196785,46.34920635
subject_125_simp_rate_0.05,31.16179733,0.999999636,0.096756376,40.40816327
subject_125_simp_rate_0.1,33.23972674,0.999999794,0.072266176,48.84353741
subject_125_simp_rate_0.2,35.38765174,0.999999982,0.04692135,64.14965986
subject_125_simp_rate_0.4,37.75756212,0.999999982,0.026114207,65.26077098
subject_125_sub_rate_16,33.04879536,0.999984608,0.087526537,39.11564626
subject_125_sub_rate_2,42.23715395,0.999999874,0.024146266,75.26077098
subject_125_sub_rate_4,38.29807496,0.999998937,0.057775937,67.21088435
subject_125_sub_rate_8,35.53446777,0.999995666,0.077393137,46.2585034
subject_129_cn_sigma_20,32.57028973,0.999996668,0.170645401,70.81632653
subject_129_cn_sigma_40,27.01046067,0.999957663,0.324805111,51.54195011
subject_129_cn_sigma_60,23.83927048,0.999882082,0.408550233,41.9047619
subject_129_cn_sigma_80,21.67402591,0.999792963,0.464044183,39.11564626
subject_129_gn_sigma_0.05,29.7126137,0.99999892,0.153102785,46.4399093
subject_129_gn_sigma_0.1,24.89415164,0.999989643,0.221865863,22.24489796
subject_129_gn_sigma_0.15,22.57338466,0.999980555,0.253788471,27.25623583
subject_129_gn_sigma_0.2,20.86463008,0.99997295,0.274605513,22.5170068
subject_129_jpeg_q_10,36.45089499,0.999998051,0.075561449,40.22675737
subject_129_jpeg_q_15,38.85583214,0.999999964,0.048142791,72.38095238
subject_129_jpeg_q_20,40.41237434,0.999999887,0.033732794,58.48072562
subject_129_jpeg_q_3,26.95451079,0.999843659,0.188798085,15.94104308
subject_129_qp_level_6,15.50017379,0.992922947,0.347664148,2.222222222
subject_129_qp_level_7,16.62988735,0.996085463,0.317185819,13.99092971
subject_129_qp_level_8,19.09326144,0.999472511,0.272859156,8.888888889
subject_129_qp_level_9,22.36353379,0.999979171,0.250033617,15.01133787
subject_129_qt_level_10,30.82714077,0.999999599,0.120798789,46.34920635
subject_129_qt_level_7,26.8316937,0.999999395,0.169205561,32.81179138
subject_129_qt_level_8,28.88517601,0.999999629,0.146247104,45.05668934
subject_129_qt_level_9,30.11821559,0.999999653,0.130533189,58.86621315
subject_129_simp_rate_0.05,31.29631297,0.999999979,0.100208119,39.20634921
subject_129_simp_rate_0.1,33.61081589,0.999999995,0.072021708,57.00680272
subject_129_simp_rate_0.2,35.52284666,0.999999989,0.046607282,72.29024943
subject_129_simp_rate_0.4,37.41019917,0.999999995,0.026318843,91.4739229
subject_129_sub_rate_16,32.61537319,0.999987721,0.079944916,37.25623583
subject_129_sub_rate_2,42.55230494,0.999999903,0.02553812,78.50340136
subject_129_sub_rate_4,38.61780983,0.99999924,0.053433232,94.44444444
subject_129_sub_rate_8,35.5693288,0.999995806,0.070883632,56.73469388
subject_131_cn_sigma_20,32.08811269,0.999999768,0.184598431,64.24036281
subject_131_cn_sigma_40,26.58071902,0.999995934,0.340061218,56.64399093
subject_131_cn_sigma_60,23.48562832,0.999970078,0.430655062,39.11564626
subject_131_cn_sigma_80,21.37312803,0.999871512,0.48492229,26.6893424
subject_131_gn_sigma_0.05,29.5491002,0.999998469,0.165034533,46.71201814
subject_131_gn_sigma_0.1,24.85965372,0.999985235,0.239837751,25.57823129
subject_131_gn_sigma_0.15,22.33774032,0.999964933,0.277386308,20.20408163
subject_131_gn_sigma_0.2,20.50423601,0.999964457,0.298261106,13.90022676
subject_131_jpeg_q_10,36.10600654,0.999999541,0.087998211,36.23582766
subject_131_jpeg_q_15,38.65614302,0.99999979,0.056941815,41.33786848
subject_131_jpeg_q_20,40.29200574,0.999999905,0.041893553,58.7755102
subject_131_jpeg_q_3,27.56284779,0.999957134,0.194330156,4.353741497
subject_131_qp_level_6,15.13542571,0.988797246,0.368014932,20.58956916
subject_131_qp_level_7,16.71754909,0.994704568,0.345076025,18.07256236
subject_131_qp_level_8,18.91819876,0.999530783,0.300217509,8.707482993
subject_131_qp_level_9,22.49731432,0.999976367,0.266338766,35.78231293
subject_131_qt_level_10,31.58614443,0.999999573,0.122259714,52.92517007
subject_131_qt_level_7,27.80436748,0.999998971,0.166162223,31.79138322
subject_131_qt_level_8,29.53748836,0.999997673,0.146808565,31.70068027
subject_131_qt_level_9,30.7935841,0.999999488,0.131389886,43.46938776
subject_131_simp_rate_0.05,30.37060567,0.999999126,0.121091314,39.29705215
subject_131_simp_rate_0.1,32.19508527,0.99999986,0.090918303,55.98639456
subject_131_simp_rate_0.2,34.67702798,0.99999984,0.057305224,81.56462585
subject_131_simp_rate_0.4,36.8577663,0.999999931,0.032908086,95.6462585
subject_131_sub_rate_16,33.48349062,0.999984841,0.073104307,30.68027211
subject_131_sub_rate_2,42.47951398,0.999999865,0.028083967,62.01814059
subject_131_sub_rate_4,38.77585349,0.999999094,0.052945867,59.97732426
subject_131_sub_rate_8,35.9604299,0.999995449,0.066767439,43.28798186
subject_142_cn_sigma_20,32.93639402,0.999998853,0.17811577,55.62358277
subject_142_cn_sigma_40,27.37583511,0.999994565,0.320055664,51.72335601
subject_142_cn_sigma_60,24.16950457,0.999984981,0.398438156,43.28798186
subject_142_cn_sigma_80,21.98943153,0.999951177,0.449988991,25.75963719
subject_142_gn_sigma_0.05,29.87912218,0.999998083,0.149648622,41.51927438
subject_142_gn_sigma_0.1,25.11689631,0.999986511,0.22063531,22.15419501
subject_142_gn_sigma_0.15,22.52110847,0.999968673,0.251888812,18.16326531
subject_142_gn_sigma_0.2,20.99934908,0.99995832,0.271808982,16.96145125
subject_142_jpeg_q_10,37.02048892,0.999999857,0.073608249,41.33786848
subject_142_jpeg_q_15,39.80825027,0.999999978,0.039564177,77.4829932
subject_142_jpeg_q_20,41.42211394,0.999999989,0.027535962,60.99773243
subject_142_jpeg_q_3,27.378969,0.999993491,0.192998528,11.85941043
subject_142_qp_level_6,15.30624038,0.991467987,0.347066134,17.0521542
subject_142_qp_level_7,17.04435648,0.995348702,0.320833176,9.818594104
subject_142_qp_level_8,19.15060931,0.999431396,0.273172319,9.818594104
subject_142_qp_level_9,22.45133667,0.999973308,0.248453915,23.44671202
subject_142_qt_level_10,31.83806571,0.999999331,0.114402622,55.51020408
subject_142_qt_level_7,26.94524202,0.999994584,0.151887283,31.60997732
subject_142_qt_level_8,29.7122193,0.999998437,0.133233041,43.5600907
subject_142_qt_level_9,31.25339557,0.999999151,0.121364914,69.70521542
